Mom and Pops,Consumer Utils,Big Boxes
5,0.0,0
5,31.046208635386357,0
5,32.883271132837514,0
5,30.662338553880726,0
5,33.51399014843997,0
5,34.32886514268296,0
5,35.299754558917094,0
5,35.72821206827279,0
5,36.00395692508491,0
5,35.24286868973278,0
5,37.541357899958236,0
5,37.00327729383788,0
5,35.24217136890621,0
5,34.54627656282347,0
5,34.281698855732586,0
5,31.743005261603482,0
5,34.8633840042707,0
5,32.81181895839974,0
5,34.832242849939504,0
5,31.392834394313503,0
5,34.171914673357065,1
5,35.86207425883316,1
5,35.52131754543071,1
5,36.29990785412537,1
5,34.62449590865172,1
5,31.29398497759354,1
5,32.329197484136444,1
5,35.20842425582203,1
5,34.75709714720878,1
5,36.92836624128891,1
5,34.20315545888636,1
5,34.338334846329246,1
5,33.14536045830324,1
5,33.19456560750845,1
5,35.27635703572193,1
5,34.51069401071199,1
5,34.32223714436572,1
5,36.1167208921099,1
5,34.49065894016343,1
5,35.66106335707045,1
5,35.427504245634715,1
5,33.02322430338613,1
5,36.18690530289793,1
5,32.703988546853324,1
5,35.02907827288449,1
5,33.28806690593026,1
5,33.608635087188134,1
5,33.080344252867434,1
5,33.385980903455945,1
5,35.43184719792704,1
5,34.773106850534134,1
5,33.91664836299987,1
5,34.611541659347296,1
5,34.223596467864965,1
5,34.659979640073026,1
5,34.794972638053245,1
5,31.749332074697268,1
5,35.28896584137624,1
5,34.015194824610845,1
5,33.91848226066809,1
5,33.226841493771495,1
5,31.574484040559145,1
5,31.145262695193566,1
5,34.46755157858304,1
5,35.278894889532914,1
5,35.19827997259848,1
5,33.517187826670174,1
5,34.6124332239343,1
5,33.282626702348914,1
5,31.853541736432675,1
5,36.64807392713544,1
5,34.401920165462016,1
5,32.928017708927726,1
5,33.56491819273371,1
5,32.21300794960083,1
5,35.452436842520584,1
5,33.058981094395094,1
5,34.740028828844686,1
5,33.49536116238469,1
5,31.16673817914514,1
5,34.56673016813114,1
5,34.893082096047884,1
