Mom and Pops,Consumer Utils,Big Boxes
5,0.0,0
5,4.460911184898664,0
5,5.032497378969084,0
5,4.333312059648274,0
5,5.04005131341043,0
5,4.707588136818027,0
5,4.285742047545175,0
5,4.413355284769594,0
5,5.1980832964446195,0
5,4.8608318887087325,0
5,4.626623575091082,0
5,4.936364556356986,0
5,4.86769718115568,0
5,4.752094840782901,0
5,4.474325547069153,0
5,4.3294090104922756,0
5,4.744182722349384,0
5,4.568286360111604,0
5,4.729597052385428,0
5,4.608260212727446,0
5,5.414224839900502,1
5,4.973768391110493,1
5,4.515365773189799,1
5,5.222895565278101,1
5,5.007484916434135,1
5,5.286251961721981,1
5,4.585846979484615,1
5,4.461999509075831,1
5,5.5003197291076,1
5,5.143089395064875,1
5,5.171517652129249,1
5,5.477340226936289,1
5,4.748732082225719,1
5,4.911560991491072,1
5,4.467750427800902,1
5,4.69746793057241,1
5,4.741984798237312,1
4,4.736344692517505,1
4,4.243495181830934,1
4,4.2754064540061645,1
3,4.046330288519522,1
3,4.242846392287885,1
3,4.607055929908534,1
3,4.551431490083137,1
2,3.558098104335907,1
0,3.127346062131193,1
0,2.6771754851314133,1
0,2.717246138282719,1
0,2.886879432266167,1
0,2.8573786991879273,1
0,2.8342833177747457,1
0,2.916988384241589,1
0,2.3724147512371214,1
0,2.5392359372359388,1
0,2.489426564219265,1
0,3.0313104733706346,1
0,2.7070523365126444,1
0,2.7774544778841763,1
0,2.1022944915804933,1
0,2.5858731216211077,1
0,2.6737769537513585,1
0,2.3617983589991995,1
0,2.754041865470195,1
0,2.7541350492255536,1
0,3.004625901807006,1
0,2.707912256889747,1
0,1.8595408612567268,1
0,2.575565484038981,1
0,2.4936762609356755,1
0,2.529612168922644,1
0,2.9694748337919736,1
0,2.2322715128240684,1
0,2.8654868903420967,1
0,2.5651780375067976,1
0,2.887196166433048,1
