Mom and Pops,Consumer Utils,Big Boxes
5,0.0,0
5,2.2600998815468047,0
5,2.3037430667292735,0
5,2.5120357354432934,0
5,3.177656197900312,0
5,2.833748078095268,0
5,2.682894971509509,0
5,2.2310612447687688,0
5,2.5784200629434437,0
5,2.2336205014231103,0
5,2.3008956238441107,0
5,2.8638245800546867,0
5,2.1477349744405703,0
5,2.9263022321041894,0
5,2.2937314544362617,0
5,2.4100212987771488,0
5,2.3110631277195464,0
5,2.671535099740784,0
5,2.6099023380672777,0
5,2.2184947642182844,0
5,3.0724759767059795,1
5,3.2918959638987886,1
5,3.7224984788489945,1
5,3.712544526598974,1
5,3.9873454321372708,1
5,3.6160742176408682,1
4,3.908888192048878,1
3,3.4508494301593955,1
0,2.738777806200978,1
0,2.6808927436033567,1
0,1.8037656650054925,1
0,2.653513734232229,1
0,2.4142819575279084,1
0,2.5908160934028763,1
0,2.711091077286628,1
0,2.8529860914371077,1
0,2.4974072591028946,1
0,2.167166634858222,1
0,2.480119915867345,1
0,2.4838532026466167,1
0,2.156974490345902,1
0,2.8159245600853122,1
0,3.1923717341757984,1
0,2.7624518366517243,1
0,2.8072343010151535,1
0,2.4607628893541045,1
0,2.850858659526053,1
0,2.5252619144070416,1
0,2.5975143876049547,1
0,2.6399652172839225,1
0,2.240658879071475,1
0,2.767676232372035,1
0,2.2154516301035314,1
0,2.1440037730989547,1
0,3.1656378400146403,1
0,2.9641200188954118,1
0,2.3736712828036386,1
0,2.693598304979503,1
0,2.698852760971638,1
0,3.123541973567347,1
0,1.7002759853344154,1
0,2.28087711610292,1
0,3.1869626550529846,1
0,2.9226089470522063,1
0,2.7416269940126483,1
0,2.764804330977846,1
0,2.5948410841026237,1
0,2.3248607891306894,1
0,2.344250514979856,1
0,2.3900499843582677,1
0,2.6139616279222873,1
0,2.660727100848743,1
0,2.325620155203608,1
0,2.768035813139964,1
0,2.628741034661638,1
