Mom and Pops,Consumer Utils,Big Boxes
5,0.0,0
5,5.923115998269498,0
5,5.225975826861176,0
5,5.777263976217152,0
5,5.748515940289455,0
5,5.760763860680929,0
5,6.2424098488773465,0
5,5.323001236058275,0
5,5.44897611919673,0
5,5.83927296502411,0
5,5.694249375121537,0
5,5.960166390595167,0
5,6.108429442443194,0
5,4.880467229633056,0
5,5.657372615290812,0
5,5.84884958632934,0
5,5.9476764133947935,0
5,4.984467617731185,0
5,5.83070420633674,0
5,5.548804135598147,0
5,5.578397915057998,1
5,6.382143625319513,1
5,5.584202070595563,1
5,5.644666655445229,1
5,5.536019777725011,1
5,5.548865702151644,1
5,5.192249199759083,1
5,6.433905256862081,1
5,5.551291783333417,1
5,5.791969934014487,1
5,5.867475745729077,1
5,5.503091910698023,1
5,6.000239010593788,1
5,5.580081628921058,1
5,5.240746342124386,1
5,5.327762416458931,1
5,5.832581151322806,1
5,5.483196508570079,1
5,5.803919341501906,1
5,5.661337736528122,1
5,5.748014604544796,1
5,5.8459512437557715,1
5,5.643908883928734,1
5,6.0492397588310824,1
5,5.842076638949807,1
5,6.015065412735254,1
5,6.583838154772727,1
5,5.020531752026135,1
5,5.369077213159147,1
5,5.5735959565365345,1
5,5.818416582589717,1
5,5.7167725472832185,1
5,5.737597549895394,1
5,5.4872110207295695,1
5,5.286692910935829,1
5,6.452090421536389,1
5,5.659027175961584,1
5,5.470675141104164,1
5,5.696865708396704,1
5,5.719963080701113,1
5,5.483158554374625,1
5,5.770197392272126,1
5,5.6099625770971,1
5,5.501794042763271,1
5,6.075378340670383,1
5,5.65483884950662,1
5,6.055141847760567,1
5,5.838237993822888,1
4,5.1667457918033515,1
4,4.881233346082878,1
4,4.831217822199411,1
4,4.569133121642091,1
4,4.992353885682868,1
3,4.1994640857698755,1
3,4.683379928563918,1
