Mom and Pops,Consumer Utils,Big Boxes
5,0.0,0
5,2.686687481894139,0
5,2.897823398476145,0
5,2.545078033170109,0
5,2.4836579177469407,0
5,2.2094039288042264,0
5,3.0949493444399327,0
5,2.2849169222556887,0
5,2.631489256657498,0
5,2.32381462187861,0
5,2.3906801888937004,0
5,3.4635980234673247,0
5,3.0680207948349167,0
5,3.177146753471497,0
5,2.4955087625146355,0
5,2.1998584393900233,0
5,2.6160953652142283,0
5,2.42675116672637,0
5,2.0566059223727,0
5,2.3184567353756727,0
5,2.5071504921405467,1
5,3.641914839072164,1
5,3.8714668785825173,1
5,3.7103510491422376,1
5,3.524596408292288,1
5,3.424705613848767,1
4,3.202679861601947,1
2,2.914044473609953,1
1,3.413643489711277,1
0,2.5913574921508986,1
0,2.7831755990200167,1
0,2.220258512474831,1
0,2.84990417853969,1
0,2.760373991443572,1
0,2.17413180808939,1
0,2.423008947329362,1
0,2.6777949374369427,1
0,2.817625998569198,1
0,2.7174596841043868,1
0,2.4836387865837586,1
0,2.2271638440333597,1
0,2.8907811754333728,1
0,2.880218810642697,1
0,2.6163189824055553,1
0,2.3559446835622264,1
0,2.8304061333325174,1
0,2.5851978051244537,1
0,2.8668058333054276,1
0,3.037734756313357,1
0,2.8845489514212717,1
0,2.5161269126405843,1
0,2.662626128529161,1
0,3.260773596587634,1
0,3.032794732441719,1
0,2.8259634782577288,1
0,2.3042620367468873,1
0,3.0321972838833067,1
0,2.303991705165972,1
0,2.517116781990366,1
0,2.3351321543689485,1
0,2.902577504949533,1
0,2.071420361631637,1
0,3.4467257646499925,1
0,2.9831972694632745,1
0,3.0344827284622946,1
0,2.395893750310771,1
0,2.885889554864457,1
0,2.1868987610506325,1
0,2.7821602277243196,1
0,2.757260178266974,1
0,2.359161090000619,1
0,3.1822906698429825,1
0,2.598959449139443,1
0,2.303005746514252,1
0,2.6298992619310213,1
