Mom and Pops,Consumer Utils,Big Boxes
5,0.0,0
5,19.55945978014243,0
5,16.944636622273045,0
5,17.360331871007762,0
5,19.119074222887576,0
5,16.709334374661196,0
5,16.3973487150008,0
5,18.696630540592484,0
5,19.35311157565048,0
5,18.043145235657292,0
5,22.103926530813744,0
5,21.101449728782566,0
5,16.79104176979323,0
5,18.57609885545721,0
5,18.247105393392633,0
5,17.209153147448678,0
5,18.07525857604066,0
5,16.74453109913631,0
5,20.653007939155934,0
5,18.954109332524702,0
5,18.334590666109317,1
5,20.924777871028635,1
5,21.43866535319563,1
5,20.096819586718293,1
5,17.50265072891394,1
5,20.996413938408338,1
5,20.259119166148196,1
5,20.810627473216947,1
5,19.365842867418223,1
5,20.065596004079964,1
5,19.29420962718487,1
5,20.01513970530894,1
2,17.646736856719222,1
1,14.130634494388872,1
0,10.832896402768162,1
