Mom and Pops,Consumer Utils,Big Boxes
5,0.0,0
5,6.731504310128372,0
5,6.898644250778793,0
5,6.944491759198581,0
5,6.579691194701223,0
5,6.710500094221487,0
5,6.723248513654344,0
5,6.701118827541934,0
5,6.368909990542822,0
5,7.021309210896332,0
5,7.030914570178935,0
5,6.546318444666272,0
5,6.732755531027561,0
5,6.771345631130485,0
5,6.889035204804161,0
5,6.63607861656117,0
5,6.7138268852464895,0
5,6.976012320322496,0
5,6.244466139467646,0
5,6.381118212628529,0
5,6.783937005313787,1
5,6.8686584484117095,1
5,6.659287248047214,1
5,6.410768443080319,1
5,6.630265636543748,1
5,6.612942645442149,1
5,6.974859850544698,1
5,6.75487320003884,1
5,7.031962418344084,1
5,6.956927442161221,1
5,6.9286482992598275,1
5,6.757646896420134,1
5,7.300630745631529,1
5,6.712466846594202,1
5,6.618610986451863,1
5,6.978965984171464,1
5,6.485410217755102,1
5,6.799563946869768,1
5,6.625933061802172,1
5,6.856733626730905,1
5,7.052749653901627,1
5,7.367366179506481,1
5,6.739178935991894,1
5,6.521731730467877,1
5,6.806812317140478,1
5,6.758401838319822,1
5,6.667177375591549,1
5,6.500008339298695,1
5,6.5398236873156534,1
5,6.801717715586533,1
5,6.6203601214441115,1
5,6.357803560597337,1
5,7.118490093003877,1
5,6.722825692431747,1
5,6.809039592893496,1
5,6.9216072440574825,1
5,6.763068795590727,1
5,6.9321689262081,1
5,7.031060749316527,1
5,6.639804077868839,1
5,7.021811347097584,1
5,6.59905930014939,1
5,7.261965339382492,1
5,7.071929307204442,1
5,7.013054833471021,1
5,6.841379147826348,1
5,6.676805354052879,1
5,7.061410818185957,1
5,6.3098733526059805,1
5,6.09598072931951,1
5,6.711881318481567,1
5,7.01847998494139,1
5,6.682312905062835,1
5,7.124603709383627,1
5,7.038330640255696,1
