Mom and Pops,Consumer Utils,Big Boxes
5,0.0,0
5,6.814047775202432,0
5,6.61476013291809,0
5,6.430152776696274,0
5,6.628014839001237,0
5,6.960614894005252,0
5,7.176246030813276,0
5,6.812245766826619,0
5,7.3106989379408365,0
5,7.115211419184927,0
5,6.694546417713942,0
5,6.229261430901793,0
5,6.1110556261433,0
5,7.195990899706161,0
5,6.605277178662605,0
5,6.734855769700567,0
5,7.362586531210765,0
5,6.551589240864993,0
5,7.013407655446546,0
5,6.851171665733133,0
5,6.192613720990588,1
5,6.616389218284661,1
5,6.692316229730021,1
5,6.551385360173918,1
5,6.428088632188565,1
5,6.934070736878012,1
5,6.351766857773125,1
5,6.7653809145909936,1
5,7.19977445524539,1
5,6.394387234266303,1
5,7.003392667488586,1
5,7.099401211447921,1
5,7.015609297561103,1
5,6.901517920959238,1
5,6.716905931411791,1
5,6.603330174026949,1
5,6.8254104110058815,1
5,6.645974542834354,1
5,6.895667081517046,1
5,7.0068303453937,1
5,7.308757736571643,1
5,6.618401691813087,1
5,6.657994453903449,1
5,6.380022011119301,1
5,6.5863800729047615,1
5,7.234957589141485,1
5,6.569675564846071,1
5,6.344248175165315,1
5,6.884340073618391,1
5,6.861090892835967,1
5,6.634877575932298,1
5,6.483811962160244,1
5,6.6111261263639545,1
5,7.023636076848155,1
5,6.569106063022781,1
5,7.312083273812785,1
5,6.795860840891991,1
5,7.201480892046094,1
5,6.909565574311899,1
5,6.762649891107544,1
5,7.108490439977832,1
5,6.48811113983094,1
5,6.74091257236377,1
5,6.86533935247216,1
5,7.2625708691309026,1
5,6.347190845196016,1
5,6.930825807530534,1
5,7.078672442037332,1
5,6.231684858372481,1
5,6.5802709859922315,1
5,6.793132227199182,1
5,6.569302812643855,1
5,6.546979099001042,1
5,7.1400839559925435,1
5,6.4635465577180655,1
