Mom and Pops,Consumer Utils,Big Boxes
5,0.0,0
5,6.7687676235763075,0
5,6.43487359264896,0
5,6.599079504521148,0
5,6.49894021019351,0
5,6.8242561189586315,0
5,6.677451604378182,0
5,6.832554085496779,0
5,6.877387405133601,0
5,6.622430433525286,0
5,7.052470844138669,0
5,6.9025951741160165,0
5,6.887299516329637,0
5,6.284627743409815,0
5,6.788296719227211,0
5,6.737628243479981,0
5,7.249339336458936,0
5,6.311294418619047,0
5,7.02577055797817,0
5,6.796355131278211,0
5,6.503623386377201,1
5,6.556275130515055,1
5,6.365085560023153,1
5,6.2344844590075805,1
5,6.648219850843435,1
5,6.448751122982818,1
5,6.827422537152254,1
5,6.5757049294720264,1
5,6.8371191476346125,1
5,6.753715643470417,1
5,6.607561592364445,1
5,6.4838406987417425,1
5,6.768942641807516,1
5,6.53287392782879,1
5,6.882263168123649,1
5,6.7614763144539545,1
5,6.9616099765379325,1
5,6.388186748142453,1
5,6.365820715008338,1
5,6.63235933831373,1
5,7.023512926682349,1
5,6.432810380135418,1
5,6.851306408119383,1
5,6.364787611030978,1
5,6.592186199258986,1
5,6.676209953689905,1
5,6.986576521334344,1
5,6.387675790677072,1
5,6.708664675091384,1
5,6.421662055251987,1
5,7.06194425695746,1
5,6.752329477607614,1
5,6.373757418124631,1
5,6.868729969486582,1
5,6.531421582942829,1
5,6.7358439369193635,1
5,7.310029078965973,1
5,6.579523088404028,1
5,6.576837342813988,1
5,6.63353524904067,1
5,6.67344490671085,1
5,6.791319060749582,1
5,6.479044221888128,1
5,7.1696575469929575,1
5,6.491952507322765,1
5,6.989506147629226,1
5,6.739966789322203,1
5,6.748402976146589,1
5,6.689944711147714,1
5,6.886643754236274,1
5,7.065974154356666,1
5,7.055869563529377,1
5,6.997387555946487,1
5,6.461938421732242,1
5,6.788438408958974,1
