Mom and Pops,Consumer Utils,Big Boxes
5,0.0,0
5,31.853038450048416,0
5,26.799990089499367,0
5,29.441938918295104,0
5,26.5454378261677,0
5,29.50022100083424,0
5,28.8133737616049,0
5,27.282860773669075,0
5,27.286274680203412,0
5,29.946778252151383,0
5,29.692646335885954,0
5,27.11658286715626,0
5,26.608117537576284,0
5,27.563690266956105,0
5,27.596273212710553,0
5,28.48527169894654,0
5,25.199652696426586,0
5,28.590983818200012,0
5,29.084277693089657,0
5,31.021801174773397,0
5,25.397279144486564,1
5,29.770911636277663,1
5,31.173500169674714,1
5,28.550481665695806,1
5,28.73649865014459,1
5,31.909083081273483,1
5,26.90078964836611,1
5,29.527322140834954,1
5,27.784690971789058,1
5,30.236684764337014,1
5,29.07837418588467,1
5,28.262855549425147,1
5,29.458098869749886,1
5,29.46517600997355,1
5,28.091051411680112,1
5,26.280421699852553,1
5,31.55441460835194,1
5,31.757078258211468,1
5,28.466982603258327,1
5,27.260623800763994,1
5,29.70234568285544,1
5,27.594125104675793,1
5,28.868749751863113,1
5,28.296669405896466,1
5,27.227230683178444,1
5,27.256101883834464,1
5,29.82162760806706,1
5,30.609890438097874,1
5,31.623489070967818,1
5,27.803292135763375,1
5,25.856445970988794,1
5,28.258458999687008,1
5,28.51008153168026,1
5,26.567300042028034,1
5,28.465458826522767,1
5,28.291847219554185,1
5,29.492695154438277,1
5,28.927077539778796,1
5,27.006142441222725,1
5,32.106144136441,1
5,27.917472186781882,1
5,28.240297598620554,1
5,27.211009892012108,1
5,27.48353072762167,1
5,29.09555248659666,1
5,29.63606978693543,1
5,30.725650386627336,1
5,26.79521831997871,1
5,29.003153937700603,1
5,27.48303335705392,1
4,25.90450702777654,1
4,27.605886905662985,1
4,26.645606528369218,1
4,24.978936625182623,1
4,24.76688891155743,1
4,25.594508121551577,1
4,25.324867906845594,1
4,26.14372182527662,1
4,25.76694998025849,1
4,26.634028444516396,1
4,23.631069715547945,1
4,25.848803954771487,1
4,25.3472704688779,1
4,26.169509898902515,1
4,26.55770412157822,1
4,28.97257752255859,1
4,23.61440830790789,1
4,26.13283327626452,1
4,27.490043021044574,1
4,23.538846207649566,1
3,23.526489761702457,1
3,21.904284534782736,1
3,22.70395300123742,1
3,22.950147400055965,1
3,21.949350454110096,1
3,21.978355573309983,1
3,21.36174595005878,1
3,24.159328371454652,1
3,21.90103198290951,1
3,23.28193296759313,1
3,21.85954059583434,1
1,15.802915707953598,1
1,13.407754328046886,1
1,17.356901091126886,1
1,18.59781303956871,1
1,15.198119259158595,1
1,17.07234415213301,1
1,13.807345552606161,1
1,14.961454286272271,1
1,17.138937385943937,1
1,16.904216436150953,1
1,17.926693317492074,1
1,18.22255079413139,1
1,15.344815795898322,1
1,19.0533254547184,1
1,14.067520068856378,1
1,16.285225023277103,1
0,15.105772579376321,1
0,14.615058378807607,1
0,16.099897542989083,1
0,12.349414638870831,1
0,12.806682378376347,1
0,13.690805928195902,1
0,14.244267575368692,1
0,15.405678375857883,1
0,14.993543749964315,1
0,14.89815993463812,1
0,10.765550845001538,1
0,11.042730962399384,1
0,10.885263815213028,1
0,12.54015537389619,1
0,12.440962623116516,1
0,14.35378546436967,1
0,12.43400983862102,1
0,10.928370461572907,1
0,9.086142757420795,1
0,13.45687165915428,1
0,14.041942569072976,1
0,15.068717022333797,1
0,14.30845587702418,1
0,15.476320325325107,1
0,12.136719731564241,1
0,13.658119446030891,1
0,14.055575689692047,1
0,13.114419746145632,1
0,15.745460031513222,1
0,12.723239540996406,1
0,13.397509028987484,1
0,11.872577314216617,1
0,13.807890409024882,1
