Mom and Pops,Consumer Utils,Big Boxes
5,0.0,0
5,27.702191228270035,0
5,31.08946130823874,0
5,26.084165936052006,0
5,29.466987991677538,0
5,30.219949066302508,0
5,28.698537452390255,0
5,30.919612845558504,0
5,28.648411029887132,0
5,30.991691342450384,0
5,30.754238431315326,0
5,31.726446440284597,0
5,30.532348646507522,0
5,28.388907193695307,0
5,28.807036017379627,0
5,31.13264990618968,0
5,26.52134140543208,0
5,29.098132847648575,0
5,27.31842635046466,0
5,28.464519987743262,0
5,27.19916999291663,1
5,29.436243414832763,1
5,30.41439428715738,1
5,27.761249150386046,1
5,28.84811808145143,1
5,28.284805962604338,1
5,29.212496273999776,1
5,29.622005814952672,1
5,27.414183579534875,1
5,30.36180682119096,1
5,29.959925511562332,1
5,31.000410533890573,1
5,28.737022970503123,1
5,30.02442318235225,1
5,30.779982835838176,1
5,30.446412620894513,1
5,28.978130488574763,1
5,28.369210892799316,1
5,26.282423325155122,1
5,29.003401424251006,1
5,29.131062773258943,1
5,29.345024582553574,1
5,27.835685286344763,1
5,27.317861002955876,1
5,29.074796290777574,1
5,29.95846817754179,1
5,30.764204745592373,1
5,28.362977489416824,1
5,27.177535872225118,1
5,30.430254268961615,1
5,26.846974799350267,1
5,30.001413240966293,1
5,27.53765887535649,1
5,28.834873826118542,1
5,28.5902975561842,1
4,27.236273076893696,1
4,24.991028502839832,1
4,27.769868150963156,1
4,25.708616598054025,1
4,26.04380805957102,1
4,28.552989361997827,1
4,24.950441767640335,1
4,27.607267073026716,1
4,25.85992131508994,1
4,24.809580141673887,1
4,25.405331253967585,1
4,26.558637135719664,1
4,24.644984563914814,1
4,24.46587675751013,1
4,26.98617887411513,1
4,25.747521945817827,1
3,23.11990697124034,1
3,25.730109166923945,1
3,23.407823339635428,1
3,22.205587076136535,1
3,20.47268039469053,1
3,26.22229754936536,1
3,22.75909183788738,1
2,19.79879595757788,1
2,17.929643392510066,1
2,19.654905053040626,1
2,19.347480631503494,1
2,17.66659520084506,1
2,18.439106331547716,1
2,18.650350029551714,1
2,17.41658484180663,1
2,19.119655756807155,1
2,18.202596824817256,1
2,19.833108827147225,1
2,18.204417824492758,1
2,17.92032198678948,1
2,20.385327289847588,1
2,18.459393192090836,1
2,19.79998895050608,1
2,18.770959930103054,1
2,18.017476852067922,1
1,16.819468837197793,1
1,18.609516722872797,1
1,14.362585409849034,1
1,17.666686814313575,1
1,17.625917494104005,1
1,13.974640472238008,1
1,16.20715619702059,1
1,18.037261142563278,1
1,14.8180110069156,1
1,15.273843249045445,1
1,15.711523175006846,1
1,15.086329407233082,1
1,14.162459365402638,1
1,16.901031388538936,1
1,14.255369956422545,1
1,16.81891016535611,1
1,17.154901854660096,1
1,15.749453716936722,1
1,15.899943317111344,1
1,18.26533656970915,1
1,13.051693188558287,1
1,17.716991504568355,1
1,14.842203704799463,1
1,16.6562680305845,1
1,16.86944592230762,1
1,16.51984482950257,1
1,16.730950455115707,1
1,13.492518575639448,1
1,17.811874739100688,1
1,15.546464835371193,1
1,15.605126544572931,1
1,17.16932839263112,1
1,15.540184557543824,1
1,17.45562422291558,1
1,18.845517611540828,1
1,16.1512219517323,1
1,18.68229160042662,1
1,18.02175774159847,1
1,14.421607725867393,1
1,15.76278386251745,1
1,16.395873062112138,1
1,17.682923486406015,1
1,15.66867595356934,1
1,12.160862271627629,1
1,14.187821002570406,1
0,11.748850202166633,1
0,13.605897464558447,1
0,12.963988945450193,1
0,14.29864756385671,1
0,13.018852590867306,1
0,13.917527340084128,1
0,13.511212313961174,1
0,13.030699017327292,1
0,12.86997285815851,1
