Mom and Pops,Consumer Utils,Big Boxes
5,0.0,0
5,28.746073872680267,0
5,29.66714231291774,0
5,26.70120608735214,0
5,23.488774032447395,0
5,28.471904004617016,0
5,26.855204721594266,0
5,26.43946087275827,0
5,29.174447295302926,0
5,28.27157869353564,0
5,27.49205758441079,0
5,29.25508161556364,0
5,26.54621085621502,0
5,26.654222829264157,0
5,28.795233934180672,0
5,26.653859064714435,0
5,30.331745031914586,0
5,28.287426248695688,0
5,32.7955995879855,0
5,26.87496857160742,0
5,29.884501457175144,1
5,30.545497548763873,1
5,29.577278152036154,1
5,28.952464824269168,1
5,30.589010916513267,1
5,29.35896201504679,1
5,29.301261569369363,1
5,29.798711445960674,1
5,27.311058625090034,1
5,28.139222094668174,1
5,31.396324024289115,1
5,29.180362951211325,1
5,26.62439229614644,1
5,30.6103811392206,1
5,29.083973162137195,1
5,30.32140477901287,1
5,30.45134518234662,1
5,27.799062035544672,1
5,28.694586385204648,1
5,29.41538153258862,1
5,29.22495179176525,1
5,28.18407253362346,1
5,30.117540396934366,1
5,26.565783715136522,1
5,26.945642061127284,1
5,27.649237008320075,1
5,29.69673264417725,1
5,30.889825213333115,1
5,27.939540956018963,1
5,30.588869057763613,1
5,28.558987224238113,1
5,29.43347795097542,1
5,27.09865872951995,1
5,31.137273612521497,1
5,30.145435362611238,1
5,29.855470287980705,1
5,28.398295461183217,1
5,30.85650673030908,1
5,32.208021460275916,1
5,29.66886885101723,1
5,29.93058919836284,1
5,29.49901383993443,1
5,28.887153034263914,1
5,32.501448588907955,1
5,27.209204524796096,1
5,32.530712947366,1
5,28.721177446634208,1
5,29.91978278550416,1
5,30.715203868271193,1
4,26.141285099932272,1
4,24.774839866379544,1
4,23.349296412040545,1
4,24.601121060836256,1
4,25.919643289675214,1
4,27.55608051688329,1
3,23.156302035234393,1
3,22.897825609099584,1
3,22.599218141799536,1
3,23.766369976740922,1
3,23.790492632069583,1
3,24.039513017029,1
2,19.901237637978305,1
2,21.132312093054104,1
2,20.48883081956216,1
2,20.084826153083892,1
2,22.167515184346104,1
1,13.958659329577044,1
1,16.680996216361788,1
1,15.57460718617519,1
1,17.51653836777098,1
1,17.968891796184174,1
1,17.703164458651713,1
1,16.902286336143877,1
1,18.223074188591802,1
1,14.917838000876012,1
1,18.35453004919739,1
1,14.293727177027378,1
1,16.81581969997638,1
1,16.050186016895317,1
1,18.220549304900498,1
1,18.385796802178017,1
1,16.265335872144096,1
1,16.129308266191156,1
1,16.504903734231977,1
1,15.163739355018816,1
0,11.68689143420211,1
0,11.088868861006949,1
0,14.245310167566291,1
0,13.558721714438795,1
0,13.684047741211906,1
0,11.724116786458506,1
0,12.924639333863352,1
0,13.246158655466367,1
0,14.47526846536606,1
0,12.420206749067493,1
0,10.94750129779273,1
0,10.96842070844334,1
0,13.139381571251718,1
0,12.8781792187065,1
0,12.47595321743927,1
0,14.17495639032677,1
0,12.630960692672438,1
0,15.56139842667384,1
0,14.117395330890153,1
0,15.366806424791,1
0,13.552098768433396,1
0,13.63171449403952,1
0,10.219813913125968,1
0,12.615870379468504,1
0,13.464633141087068,1
0,12.50845305137763,1
0,15.436103451201033,1
0,11.351875831447675,1
0,15.24962067328415,1
0,14.678341778750438,1
0,13.378714273031422,1
0,12.351926273980649,1
0,12.253887332566615,1
0,14.684791087281425,1
0,13.716244657090677,1
0,11.064371045053107,1
0,15.527202259399367,1
0,15.273763932315267,1
0,14.894787317047486,1
0,14.493124618112983,1
0,14.780327168607721,1
0,12.404134948952386,1
0,14.708437325059435,1
0,14.092155356401776,1
0,12.776187004803853,1
